
"RES#","T","Rock unit","C","Comp","Craton","Slat","Slon","Age","B","N","P","R%","D","I","alfa95","k","Plat","Plon","A95","AV","Authors","Journal","Year","Vol","Pages","DOI"
"2811","i","Red Canyon Rama dykes and sill","US","","Laurentia-Yavapai","36.5","248.0","1091","5","38","N","0","261.0","30.4","11.3","47.0","1.4","177.1","9.4","2","Larson, E.E., Reynolds, R., Hoblitt, R.","Geol. Soc. Am. Bull.","1973","84","3231-3248","http://dx.doi.org/10.1130/0016-7606(1973)84<3231:NVAPPP>2.0.CO;2"
"10883","i","Schroeder-Lutsen basalts","US","","Laurentia-Superior","47.5","269.1","1092","40","331","N","0","281.0","43.4","3.7","39.2","25.6","189.4","3.6","4","Fairchild, L.M., Swanson-Hysell, N.L., Ramezani, J., Sprain, C.J., Bowring, S.A.","Lithosphere","2017","9","117-133","http://dx.doi.org/10.1130/L580.1"
"10116","s","Mamainse Point conglomerate","CA","","Laurentia-Superior","47.5","271.8","1093","1","5","N","0","290.6","32.0","","","26.1","183.0","","3","Palmer, H.C., Halls, H.C., Pesonen, L.J.","Can. J. Earth Sci.","1981","18","599-618","http://dx.doi.org/10.1139/e81-053"
"30631","i","Uppermost Mamainse Point lavas -N","US","","Laurentia-Superior","47.0","275.3","1093","1","38*","N","0","303.0","40.0","5.0","21.0","39.0","177.0","4.9","3","Palmer, H.C.","Can. J. Earth Sci.","1970","7","1410-1436","http://dx.doi.org/10.1139/e70-136"
"3023","i","Logan diabases, Cook county -N","US","","Laurentia-Superior","48.0","268.6","1094","8","25","N","0","277.5","47.0","9.0","37.3","25.5","194.0","9.3","3","Beck, M.E.","J. Geophys. Res.","1970","75","4985-4996","http://dx.doi.org/10.1029/JB075i026p04985"
"1310","i","Thunder Bay dykes -N","CA","","Laurentia-Superior","48.3","271.0","1094","19","72","N","0","299.5","38.0","5.8","34.0","36.1","175.0","5.3","4","Pesonen, L.J.","Bull. Geol. Soc. Fin.","1979","51","27-44",""
"10027","i","Thunder Bay Sibley peninsula dykes, shallow -N","CA","","Laurentia-Superior","48.3","271.0","1094","5","19","N","0","295.0","21.2","5.0","233.3","24.7","169.7","3.9","4","Pesonen, L.J.","Bull. Geol. Soc. Fin.","1979","51","27-44",""
"3569","i","Logan diabase -N","CA","","Laurentia-Superior","48.0","270.5","1094","15","25","N","0","288.5","47.5","6.5","21.1","33.0","188.5","6.8","3","Du Bois, P.M.","Geol. Surv. Can. Bull.","1962","71","75pp.",""
"100293","s","Gunflint tuffs - N","CA","","Laurentia-Superior","48.1","270.8","1094","6","17","N","0","303.0","46.8","7.8","22.1","42.1","177.7","8.3","3","Borradaile, G.J., Middleton, R.S.","Prec. Res.","2006","144","69-91","http://dx.doi.org/10.1016/j.precamres.2005.10.007"
"9078","s","Gunflint formation, magnetitic -N","CA","","Laurentia-Superior","48.5","271.0","1094","1","21*","N","0","293.4","30.8","7.2","20.3","27.7","175.0","5.9","2","Schmidt, P.W., Williams, G.E.","Tectonophys.","2003","377","7-32","http://dx.doi.org/10.1016/j.tecto.2003.08.017"
"10971","i","Nipigon Keweenawan intrusions -N","CA","","Laurentia-Superior","48.7","274.0","1094","1","8*","N","0","286.8","25.2","8.2","47.0","21.0","180.3","6.4","3","Halls, H.C., Stott, G.M., Davis, D.W.","Ontario Geol. Surv. Open File Report","2005","6171","59pp.",""
"10028","i","Thunder Bay Sibley peninsula dykes, moderate -N","CA","","Laurentia-Superior","48.3","271.0","1094","8","30","N","0","303.8","45.0","8.3","45.3","41.7","175.4","8.4","4","Pesonen, L.J.","Bull. Geol. Soc. Fin.","1979","51","27-44",""
"10587","i","Pigeon River dykes -N","CA","","Laurentia-Superior","48.0","270.3","1094","1","6*","N","0","299.1","42.3","5.8","131.0","37.2","176.2","5.6","3","Pesonen, L.J.","Bull. Geol. Soc. Fin.","1979","51","27-44",""
"2980","i","Logan dykes -N","CA","","Laurentia-Superior","48.3","270.9","1094","15","69","N","0","295.0","43.0","5.0","54.0","35.0","181.0","5.3","3","Robertson, W.A., Fahrig, W.F.","Can. J. Earth Sci.","1971","8","1355-1372","http://dx.doi.org/10.1139/e71-125"
"9082","s","Sibley conglomerate, baked -N","CA","","Laurentia-Superior","48.5","271.0","1094","1","20*","N","0","282.7","33.4","7.6","19.5","21.8","184.3","6.5","3","Schmidt, P.W., Williams, G.E.","Tectonophys.","2003","377","7-32","http://dx.doi.org/10.1016/j.tecto.2003.08.017"
"8380","i","Firesand River carbonatite complex","CA","","Laurentia-Superior","48.0","275.3","1095","9","43","N","0","290.2","32.8","11.9","19.7","26.6","182.8","10.1","2","Symons, D.T.A.","Can. J. Earth Sci.","1989","26","2401-2405","http://dx.doi.org/10.1139/e89-205"
"5873","i","Portage Lake volcanics","US","","Laurentia-Superior","47.0","271.5","1095","6","31","N","0","282.0","44.0","4.0","47.0","26.0","191.0","3.9","3","Du Bois, P.M.","Geol. Surv. Can. Bull.","1962","71","75pp.",""
"3060","i","Gargantua volcanics -N","CA","UN","Laurentia-Superior","47.6","275.0","1095","8","14","N","0","297.6","37.7","7.3","58.3","33.9","179.7","6.9","2","Palmer, H.C.","Can. J. Earth Sci.","1970","7","1410-1436","http://dx.doi.org/10.1139/e70-136"
"5899","i","Isle Royale lavas, upper","US","U. Flows","Laurentia-Superior","47.9","270.8","1095","5","24","N","0","271.6","53.6","9.9","61.0","25.6","204.3","11.6","2","Books, K.G.","U.S. Geol. Surv. Prof. Paper 760","1972","","1-42",""
"5901","i","Portage Lake volcanics","US","mag.","Laurentia-Superior","47.1","271.7","1095","4","27","N","0","291.4","25.9","13.2","50.0","24.4","175.5","10.4","4","Browning, T.D., Beske-Diehl, S.","Can. J. Earth Sci.","1987","24","2396-2404","http://dx.doi.org/10.1139/e87-225"
"3277","i","Portage Lake volcanics","US","","Laurentia-Superior","47.0","271.5","1095","14","18","N","0","286.0","33.0","9.0","22.1","24.0","183.0","7.7","3","Vincenz, S.A.","J. Geophys. Res.","1968","73","2729-2752","http://dx.doi.org/10.1029/JB073i008p02729"
"81631","i","Chengwatana lavas - N","US","","Laurentia-Superior","45.4","267.3","1095","6","45","N","0","286.8","43.9","10.2","43.9","29.3","184.9","10.1","5","Kean, W.F., Williams, I., Chan, L., Feeney, J.","Geophys. Res. Lett.","1997","24","1523-1526","http://dx.doi.org/10.1029/97GL00993"
"2660","i","Gargantua - Mamainse Point lavas -N","CA","","Laurentia-Superior","47.2","275.2","1095","15","76","N","0","293.0","35.0","6.1","35.3","29.5","182.7","5.8","4","Robertson, W.A.","Can. J. Earth Sci.","1973","10","1541-1555","http://dx.doi.org/10.1139/e73-146"
"5902","i","Portage Lake volcanics","US","hem.","Laurentia-Superior","47.1","271.7","1095","4","28","N","0","291.3","37.0","6.9","180.0","29.3","181.1","6.2","4","Browning, T.D., Beske-Diehl, S.","Can. J. Earth Sci.","1987","24","2396-2404","http://dx.doi.org/10.1139/e87-225"
"9250","s","Society Cliffs dolostone","CA","ovp.","Laurentia-Rae","73.0","275.5","1095","10","97","N","0","300.2","55.3","4.8","104.1","42.8","168.2","5.8","4","Symons, D.T.A., Symons, T.B., Sangster, D.F.","Mineralium Deposita","2000","35","672-682",""
"3090","i","Portage Lake volcanics","US","","Laurentia-Superior","45.0","270.0","1095","29","145","N","0","289.3","35.3","2.6","105.8","27.0","181.0","2.8","3","Books, K.G.","U.S. Geol. Surv. Prof. Paper 600-D","1968","","D248-D254",""
"81632","i","Chengwatana lavas - R","US","","Laurentia-Superior","45.4","267.3","1095","2","15","R","100","110.3","-52.7","25.1","101.2","36.5","190.2","28.8","4","Kean, W.F., Williams, I., Chan, L., Feeney, J.","Geophys. Res. Lett.","1997","24","1523-1526","http://dx.doi.org/10.1029/97GL00993"
"5894","i","Portage Lake volcanics","US","","Laurentia-Superior","47.0","271.5","1095","78","360","N","0","288.1","35.6","2.3","48.9","26.5","182.5","2","3","Books, K.G.","U.S. Geol. Surv. Prof. Paper 760","1972","","1-42",""
"100031","i","Portage lake curved lavas","US","A","Laurentia-Superior","47.2","271.5","1095","28","195","N","0","291.2","31.3","5.6","24.5","26.6","177.9","4.7","5","Hnat, J.S., van der Pluijm, B.A., Van der Voo, R.","Tectonophys.","2006","425","71-82","http://dx.doi.org/10.1016/j.tecto.2006.07.006"
"3062","i","Michipicoten Island volcanics","CA","","Laurentia-Superior","47.7","274.2","1095","28","40","N","0","293.6","32.3","7.7","13.4","28.7","179.0","6.7","3","Palmer, H.C.","Can. J. Earth Sci.","1970","7","1410-1436","http://dx.doi.org/10.1139/e70-136"
"944","i","Michipicoten Island Mamainse Point formation","CA","","Laurentia-Superior","47.7","274.3","1095","8","43","N","0","297.3","45.5","10.9","28.4","38.0","186.0","11.1","4","Palmer, H.C., Davis, D.W.","Prec. Res.","1987","37","157-171","http://dx.doi.org/10.1016/0301-9268(87)90077-5"
"8163","i","Chengwatana lavas - C","US","","Laurentia-Superior","45.4","267.3","1095","8","60","C","25","287.5","45.8","8.0","48.5","30.9","186.1","8.2","5","Kean, W.F., Williams, I., Chan, L., Feeney, J.","Geophys. Res. Lett.","1997","24","1523-1526","http://dx.doi.org/10.1029/97GL00993"
"3551","i","Beaver Bay complex","US","","Laurentia-Superior","47.0","269.0","1096","4","19","N","0","291.0","38.0","28.0","12.0","30.0","180.0","25.7","2","Jahren, C.E.","Geophysics","1965","30","858-874","http://dx.doi.org/10.1190/1.1439660"
"5898","i","Isle Royale lavas, lower","US","L. Flows","Laurentia-Superior","47.9","270.8","1096","4","20","N","0","287.3","23.4","8.9","107.0","20.6","176.3","7","2","Books, K.G.","U.S. Geol. Surv. Prof. Paper 760","1972","","1-42",""
"3153","i","Beaver Bay complex","US","N","Laurentia-Superior","47.0","268.5","1096","29","80","N","0","282.0","45.0","4.5","36.0","27.5","189.5","4.4","3","Beck, M.E., Lindsley, N.C.","J. Geophys. Res.","1969","74","2002-2013","http://dx.doi.org/10.1029/JB074i008p02002"
"100372","i","Uppermost Mamainse lavas - N1","CA","","Laurentia-Superior","47.0","275.3","1098","21","112","N","0","295.3","39.5","2.5","157.6","33.2","183.3","2.3","5","Swanson-Hysell, N.L., Maloof, A.C., Weiss, B.P., Evans, D.A.D.","Nature Geoscience","2009","2","713-717","http://dx.doi.org/10.1038/ngeo622"
"10683","i","Uppermost Mamainse Point volcanics -N1","CA","","Laurentia-Superior","47.0","275.3","1098","27","150","N","0","295.7","39.6","2.3","152.7","33.6","183.0","2.1","4","Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.","Geology","2014","42","475-478","http://dx.doi.org/10.1130/G35271.1"
"3020","i","Duluth Endion sill","US","","Laurentia-Superior","46.9","268.0","1099","14","45","N","0","286.0","49.0","5.5","53.3","31.5","189.0","6.1","3","Beck, M.E.","J. Geophys. Res.","1970","75","4985-4996","http://dx.doi.org/10.1029/JB075i026p04985"
"3550","i","Duluth diabase","US","","Laurentia-Superior","47.0","268.0","1099","4","21","N","0","291.0","47.0","17.0","30.0","34.0","185.0","17.5","2","Jahren, C.E.","Geophysics","1965","30","858-874","http://dx.doi.org/10.1190/1.1439660"
"3018","i","Duluth anorthosite unit","US","Anorth.","Laurentia-Superior","46.9","268.0","1099","12","40","N","0","294.5","56.5","7.0","39.8","42.0","191.0","8.7","2","Beck, M.E.","J. Geophys. Res.","1970","75","4985-4996","http://dx.doi.org/10.1029/JB075i026p04985"
"3058","i","North Shore volcanics - N","US","","Laurentia-Superior","47.5","269.0","1099","54","54","N","0","287.7","47.3","4.1","23.4","32.1","187.5","4.4","3","Palmer, H.C.","Can. J. Earth Sci.","1970","7","1410-1436","http://dx.doi.org/10.1139/e70-136"
"5900","i","North Shore volcanics - N","US","","Laurentia-Superior","47.7","269.6","1099","36","155","N","0","291.2","43.9","3.6","46.0","32.6","183.1","3.5","3","Books, K.G.","U.S. Geol. Surv. Prof. Paper 760","1972","","1-42",""
"3021","i","Duluth Lester River sill","US","","Laurentia-Superior","46.9","268.0","1099","20","60","N","0","283.0","57.5","3.5","78.9","35.0","199.0","4.5","3","Beck, M.E.","J. Geophys. Res.","1970","75","4985-4996","http://dx.doi.org/10.1029/JB075i026p04985"
"2613","i","Osler volcanics -N","CA","UN","Laurentia-Superior","48.7","271.9","1099","5","25","N","0","296.5","39.5","8.5","82.3","33.9","177.9","7.9","3","Halls, H.C.","Can. J. Earth Sci.","1974","11","1200-1207","http://dx.doi.org/10.1139/e74-113"
"10617","i","Duluth Bardon metagabbro and granophyres","US","","Laurentia-Superior","46.7","267.8","1099","1","11*","N","0","286.9","35.3","6.8","45.9","25.5","179.6","6","1","Beck, M.E., Lindsley, N.C.","J. Geophys. Res.","1969","74","2002-2013","http://dx.doi.org/10.1029/JB074i008p02002"
"10991","i","North Shore lavas -N","CA","","Laurentia-Superior","46.3","268.7","1099","?","44","N","0","294.3","45.4","3.1","50.2","35.5","182.0","3.1","4","Tauxe, L., Kodama, K.P.","Phys. Earth Plan. Int.","2009","177","31-45","http://dx.doi.org/10.1016/j.pepi.2009.07.006"
"3019","i","Duluth layered series","US","Layered Series","Laurentia-Superior","46.9","268.0","1099","24","80","N","0","290.0","53.0","3.0","116.2","36.5","190.0","3.2","2","Beck, M.E.","J. Geophys. Res.","1970","75","4985-4996","http://dx.doi.org/10.1029/JB075i026p04985"
"3022","i","Duluth gabbro, Cook county -N","US","","Laurentia-Superior","48.0","268.6","1099","10","30","N","0","280.0","56.0","10.0","25.2","32.5","199.0","12.3","2","Beck, M.E.","J. Geophys. Res.","1970","75","4985-4996","http://dx.doi.org/10.1029/JB075i026p04985"
"3549","i","Duluth gabbro -N","US","","Laurentia-Superior","47.0","268.0","1099","7","23","N","0","290.0","42.0","6.0","120.0","31.0","182.0","5.9","1","Jahren, C.E.","Geophysics","1965","30","858-874","http://dx.doi.org/10.1190/1.1439660"
"3565","i","Duluth gabbro -N","US","","Laurentia-Superior","47.0","268.0","1099","9","18","N","0","285.5","33.0","8.5","17.0","23.5","179.5","7.5","1","Du Bois, P.M.","Geol. Surv. Can. Bull.","1962","71","75pp.",""
"6495","i","Coldwell complex","CA","Episode III","Laurentia-Superior","48.8","273.4","1100","9","50","M","89","119.1","-54.3","5.9","45.6","43.3","189.6","6","3","Lewchuk, M.T., Symons, D.T.A.","Tectonophys.","1990","184","73-86","http://dx.doi.org/10.1016/0040-1951(90)90121-N"
"100376","i","Upper Mamainse lavas - R1","CA","","Laurentia-Superior","47.0","275.3","1100","10","52","R","100","112.4","-44.7","6.2","62.3","33.9","188.9","6.2","5","Swanson-Hysell, N.L., Maloof, A.C., Weiss, B.P., Evans, D.A.D.","Nature Geoscience","2009","2","713-717","http://dx.doi.org/10.1038/ngeo622"
"10779","i","Coldwell complex center B, western","CA","","Laurentia-Superior","48.8","273.4","1100","10","16","N","0","298.0","56.9","5.8","70.0","44.9","193.2","7.2","4","Kulakov, E.V., Smirnov, A.V., Diehl, J.F.","J. Geophys. Res.","2014","119","8633-8654","http://dx.doi.org/10.1002/2014JB011463"
"10682","i","Lower Mamainse Point volcanics -N2","CA","","Laurentia-Superior","47.0","275.3","1100","14","73","N","0","296.3","47.2","7.5","34.3","37.8","188.1","7.8","5","Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.","Geology","2014","42","475-478","http://dx.doi.org/10.1130/G35271.1"
"100374","i","Lower Mamainse lavas -N2","CA","","Laurentia-Superior","47.0","275.3","1100","11","54","N","0","295.0","49.7","6.7","36.5","38.3","191.2","7.2","5","Swanson-Hysell, N.L., Maloof, A.C., Weiss, B.P., Evans, D.A.D.","Nature Geoscience","2009","2","713-717","http://dx.doi.org/10.1038/ngeo622"
"2085","i","Pearson formation","CA","D","Laurentia-Slave","62.6","249.5","1100","10","43","N","0","269.0","49.0","10.0","26.0","27.0","177.0","10.7","2","McGlynn, J.C., Irving, E.","Can. J. Earth Sci.","1978","15","642-658","http://dx.doi.org/10.1139/e78-068"
"10680","i","Mamainse Point volcanics -C (lower N2, upper R1)","CA","","Laurentia-Superior","47.0","275.3","1100","24","125","C","42","294.5","46.1","4.7","44.1","36.0","188.5","4.8","6","Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.","Geology","2014","42","475-478","http://dx.doi.org/10.1130/G35271.1"
"2066","s","Seward formation","CA","C","Laurentia-Superior","56.3","291.5","1100","6","30","M","17","281.0","77.0","5.0","175.0","53.0","248.0","9","4","Park, J.K.","Can. J. Earth Sci.","1977","14","159-174","http://dx.doi.org/10.1139/e77-019"
"9172","i","Shebandowan breccia and dykes","CA","B1","Laurentia-Superior","48.5","269.9","1100","1","21*","N","0","340.1","60.7","8.9","4.0","-74.5","343.3","17.8","2","Borradaile, G.J., Lemmetty, T.J., Werner, T.","J. Geophys. Res.","2003","108","B8","http://dx.doi.org/10.1029/2002JB002379"
"6025","i","Archean gneiss and anorthosites","CA","C","Laurentia-Superior","48.0","277.0","1100","3","24","N","0","332.1","-58.1","16.6","56.0","-0.3","118.3","21","1","Symons, D.T.A., Vandall, T.A.","J. Geophys. Res.","1990","95","19199-19211","http://dx.doi.org/10.1029/JB095iB12p19199"
"2067","i","Wakuach gabbro - Willbob basalts","CA","C","Laurentia-Superior","56.5","291.6","1100","5","18","N","0","305.0","67.0","16.0","11.0","61.0","220.0","24.1","1","Park, J.K.","Can. J. Earth Sci.","1977","14","159-174","http://dx.doi.org/10.1139/e77-019"
"7324","i","Lackner and Borden carbonatite complex","CA","C","Laurentia-Superior","47.8","276.9","1101","5","11","M","40","299.8","44.6","14.0","31.0","38.8","184.5","14","3","Costanzo-Alvarez, V., Dunlop, D.J., Pesonen, L.J.","J. Geophys. Res.","1993","98","4063-4079","http://dx.doi.org/10.1029/92JB02571"
"30641","i","Uppermost Mamainse Point lavas -R1","US","","Laurentia-Superior","47.0","275.3","1101","1","5*","R","100","106.0","-57.0","14.0","33.0","37.0","203.0","17.3","2","Palmer, H.C.","Can. J. Earth Sci.","1970","7","1410-1436","http://dx.doi.org/10.1139/e70-136"
"8381","i","Lackner Lake complex","CA","","Laurentia-Superior","47.8","276.9","1101","16","137","N","0","305.4","64.1","5.0","51.0","53.7","203.5","7.5","3","Symons, D.T.A.","Can. J. Earth Sci.","1989","26","1778-1783","http://dx.doi.org/10.1139/e89-150"
"3166","i","Mellen gabbro","US","","Laurentia-Superior","46.5","269.0","1102","14","67","N","0","293.5","47.5","11.2","13.5","36.0","184.5","11.8","2","Books, K.W., White, W.S., Beck, M.E.","U.S. Geol. Surv. Prof. Paper 550-D","1966","","D117-D124",""
"10626","i","Upper part of Lower Osler volcanics -R","US","","Laurentia-Superior","48.7","271.9","1103","1","12*","R","100","113.5","-53.0","6.5","46.0","39.4","190.4","7.5","4","Halls, H.C.","Can. J. Earth Sci.","1974","11","1200-1207","http://dx.doi.org/10.1139/e74-113"
"10972","i","Nipigon Keweenawan intrusions -R","CA","","Laurentia-Superior","48.7","274.0","1104","7","32","R","100","99.9","-72.4","5.8","107.7","44.0","226.8","9.8","4","Halls, H.C., Stott, G.M., Davis, D.W.","Ontario Geol. Surv. Open File Report","2005","6171","59pp.",""
"395","i","Racine Lake tonalite","CA","B","Laurentia-Superior","48.1","277.0","1105","4","14","R","100","115.0","-68.0","17.0","17.0","49.0","216.0","25.9","1","Costanzo-Alvarez, V., Dunlop, D.J.","J. Geophys. Res.","1988","93","9126-9136","http://dx.doi.org/10.1029/JB093iB08p09126"
"73022","i","Shenango alkaline complex -R","CA","","Laurentia-Superior","48.4","277.2","1105","1","9*","R","100","112.0","-46.0","13.0","13.0","48.6","193.8","24.8","3","Costanzo-Alvarez, V., Dunlop, D.J., Pesonen, L.J.","J. Geophys. Res.","1993","98","4063-4079","http://dx.doi.org/10.1029/92JB02571"
"3057","i","Lower Osler volcanics (base) -R","CA","","Laurentia-Superior","48.6","271.9","1105","12","24","R","100","117.5","-64.5","9.0","24.0","48.9","203.3","13","2","Palmer, H.C.","Can. J. Earth Sci.","1970","7","1410-1436","http://dx.doi.org/10.1139/e70-136"
"2612","i","Osler volcanics -R","CA","LR","Laurentia-Superior","48.7","271.9","1105","25","106","R","100","115.0","-57.5","4.6","40.2","41.9","192.1","5.8","4","Halls, H.C.","Can. J. Earth Sci.","1974","11","1200-1207","http://dx.doi.org/10.1139/e74-113"
