"RES#";"ROCK";"ROCKUNIT";"CNTRY";"COMP";"CRAT";"SLAT";"SLON";"LMA";"HMA";"ISOAGE";"AGEREF";"AGEREF2";"MET";"AGE";"B";"N";"P";"R%";"D";"I";"alfa95";"k";"PLAT";"PLON";"DP";"DM";"A95";"1";"2";"3";"4";"5";"6";"PMAGREF";"COMMENT";"RECALC"
"244";"s";"Basinal Little Dal group";"CA";"A";"Laurentia-Mackenzie";"64.7";"233.0";"780";"850";NULL;"GPMDB 4.6";NULL;"s";"815";"14";"87";"N";"0";"264.6";"-27.7";"4.5";"79.0";"-15.7";"141.3";"2.7";"4.9";"3.6";"0";"1";"1";"1";"1";"0";"Park (1981c)";"A component predates B component.";"0"
"245";"s";"Basinal Little Dal group B -C";"CA";"B";"Laurentia-Mackenzie";"64.7";"233.0";"750";"780";NULL;"Park (1981)";NULL;"s";"765";"13";"64";"C";"46";"273.1";"-9.3";"10.5";"17.0";"-3.4";"138.2";"5.3";"10.6";"7.5";"1";"1";"1";"0";"1";"1";"Park (1981c)";"B component considered slightly younger than A component.";"0"
"247";"s";"Nosib group";"NA";"NQ1";"Congo";"-18.3";"13.5";"650";"750";"840 ± 13";"APWP";"Hoffman and Prave (1996)";"a, e/f";"700";"6";"25";"R";"100";"312.0";"40.0";"15.0";"20.9";"-28.0";"143.0";"11.0";"18.0";"14.1";"0";"1";"1";"0";"1";"0";"McWilliams and Kröner (1981)";NULL;"0"
"248";"s";"Nosib group";"NA";"NQ2";"Congo";"-18.3";"13.5";"660";"750";"840 ± 13";"APWP";"Hoffman and Prave (1996)";"a, e/f";"705";"7";"28";"R";"100";"12.0";"36.0";"12.0";"26.1";"-51.0";"213.0";"8.0";"14.0";"10.6";"0";"1";"1";"0";"1";"0";"McWilliams and Kröner (1981)";"Foldtest suggests NQ2 predates Pan-African folding.";"0"
"249";"s";"Nosib group";"NA";"NQ3";"Congo";"-18.3";"13.5";"550";"650";NULL;"APWP";NULL;"a, m";"600";"1";"13*";"N";"0";"102.0";"-13.0";"13.0";"11.2";"9.0";"295.0";"7.0";"13.0";"9.5";"0";"0";"1";"0";"1";"0";"McWilliams and Kröner (1981)";"Age based on APWP only. Younger than NQ2 comp.";"0"
"250";"s";"Chuos formation, Otavi group";"NA";"DC1";"Congo";"-18.3";"13.5";"617";"685";NULL;"APWP";NULL;"a, m";"651";"4";"15";"R";"100";"354.0";"34.0";"35.0";"7.9";"-52.0";"186.0";"23.0";"40.0";"30.3";"0";"0";"1";"0";"1";"0";"McWilliams and Kröner (1981)";"DC2 foldtest negative, so DC1 regarded prefolding but younger than U-Pb age 763 ± 5 (McKee et al. 2012). ";"0"
"251";"s";"Chuos formation, Otavi group";"NA";"DC2/3";"Congo";"-18.3";"13.5";"550";"650";NULL;"APWP";NULL;"a, m";"600";"10";"26";"R";"100";"336.0";"-65.0";"15.0";"11.0";"55.0";"224.0";"20.0";"24.0";"21.9";"0";"1";"1";"0";"1";"0";"McWilliams and Kröner (1981)";"Foldtest clearly negative. DC2/3 younger than DC1.";"0"
"252";"s";"Mulden group";"NA";NULL;"Congo";"-18.3";"13.5";"550";"560";"555 ± 5, 537 ± 7, 457 ± 12";"GPMDB 4.6";NULL;"e";"555";"6";"24";"R";"100";"278.0";"-34.0";"16.0";"17.6";"12.0";"270.0";"10.0";"18.0";"13.4";"1";"0";"1";"0";"1";"0";"McWilliams and Kröner (1981)";"Low grade thermal events at 537 ± 7 and 457 ± 12 Ma.";"0"
"277";"s";"Copper Harbor conglomerate";"US";"hem.";"Laurentia-Superior";"46.8";"271.1";"1000";"1100";NULL;"APWP";NULL;"a, s";"1050";"7";"45";"N";"0";"286.5";"0.0";"8.0";"58.0";"11.2";"168.3";"4.0";"8.0";"5.7";"0";"1";"1";"0";"1";"0";"Elmore and Van der Voo (1982)";"Post-depositional CRM from hematite. DRM component.";"0"
"308";"i";"Millindinna complex";"AU";NULL;"Pilbara";"-20.9";"117.5";"2925";"3015";"2870 ± 20, 2850 ± 20";"Gulson and Korsch (1983)";NULL;"h, j";"2970";"8";"34";"N";"0";"265.0";"-65.1";"5.2";"112.9";"-11.9";"161.3";"6.8";"8.4";"7.6";"0";"1";"1";"0";"1";"0";"Schmidt and Embleton (1985)";"Only site M1 used for pole, M2 assists with fold test.";"0"
"309";"i";"Mt. Jope volcanics, older";"AU";"prefld.";"Pilbara";"-22.0";"117.3";"2715";"2774";"2717 ± 2, 2772 ± 2";"Strik et al. (2003)";NULL;"corr., g";"2745";"5";"18";"R";"100";"154.1";"79.6";"10.9";"50.2";"40.5";"308.7";"19.9";"20.8";"20.3";"1";"0";"1";"1";"1";"0";"Schmidt and Embleton (1985)";"Not directly dated, but isotopic ages from Maddina basalt and Cajuput dyke set lower and upper limits.";"0"
"310";"i";"Mt. Jope volcanics, younger";"AU";"synfld.";"Pilbara";"-22.0";"117.3";"1800";"2200";NULL;"GPMDB 4.6";NULL;"corr.";"2000";"14";"61";"N";"0";"304.0";"-18.7";"5.3";"57.0";"-35.0";"211.5";"2.8";"5.5";"3.9";"0";"1";"1";"0";"1";"0";"Schmidt and Embleton (1985)";"Remagnetization during emplacement of Rocklea Dome ca. 2000 Ma.";"0"
"311";"i";"Mt. Roe basalt";"AU";NULL;"Pilbara";"-21.0";"117.8";"2764";"2778";"2771 ± 7";"Arndt et al. (1991)";NULL;"g";"2771";"12";"43";"M";"50";"320.0";"-53.8";"6.5";"45.1";"52.4";"358.0";"6.4";"9.1";"7.6";"1";"1";"1";"1";"1";"1";"Schmidt and Embleton (1985)";NULL;"0"
"341";"s";"Tsezotene formation A -C";"CA";"A";"Laurentia-Mackenzie";"64.5";"232.0";"780";"880";NULL;"GPMDB 4.6";NULL;"s";"830";"6";"25";"C";"48";"271.0";"24.0";"8.0";"14.9";"12.0";"146.0";"5.0";"9.0";"6.7";"0";"1";"1";"0";"1";"1";"Park and Aitken (1986a)";"A component carried by detrital hematite, and not pigment.";"0"
"342";"s";"Tsezotene formation";"CA";"B";"Laurentia-Mackenzie";"64.5";"232.0";"700";"780";NULL;"GPMDB 4.6";NULL;"s";"740";"18";"112";"N";"0";"262.9";"47.9";"4.1";"72.9";"23.3";"161.8";"3.5";"5.4";"4.3";"0";"1";"1";"0";"1";"0";"Park and Aitken (1986a)";"B component from red pigment, prefolding and younger than A.";"0"
"349";"i";"Powder Mill volcanics -R";"US";NULL;"Laurentia-Superior";"46.5";"270.0";"1105";"1109";"1107.3 ± 1.6";"Davis and Green (1997)";NULL;"g";"1107";"33";"198";"R";"100";"97.5";"-67.6";"3.9";"42.2";"39.0";"218.0";"5.2";"6.5";"5.8";"1";"1";"1";"0";"1";"0";"Palmer and Halls (1986)";"Prefolding overprint.";"0"
"350";"i";"Powder Mill volcanics -N";"US";NULL;"Laurentia-Superior";"46.5";"270.0";"1077";"1097";"1087.2 ± 1.6";"APWP";"Davis and Paces (1990)";"a, g";"1087";"4";"26";"N";"0";"273.9";"29.8";"7.7";"142.9";"14.0";"188.0";"4.7";"8.5";"6.5";"1";"1";"1";"0";"1";"0";"Palmer and Halls (1986)";"Regarded as secondary, so not antiparallel to 349, isotopic age from Lake Shore traps.";"0"
"377";"i";"Usushwana complex";"ZA";NULL;"Kaapvaal";"-26.5";"31.0";"2988";"2992";"2989.2 ± 0.8, 2989.8 ± 1.7";"Olsson (2012)";NULL;"e, h";"2990";"18";"62";"N";"0";"304.3";"52.7";"6.2";"32.2";"9.2";"347.0";"5.9";"8.6";"7.1";"1";"1";"1";"0";"1";"0";"Layer et al. (1988a)";"Direction very different from that of nearly coeval Nsuze basalts.";"0"
"378";"s";"Char group, unit I2";"MR";NULL;"West Africa";"20.5";"346.9";"1100";"1200";"998 ± 32";"Rooney et al. (2010)";NULL;"a, e";"1150";"4";"52";"N";"0";"334.4";"-23.6";"2.5";"63.0";"-48.7";"26.6";"1.4";"2.7";"1.9";"0";"1";"1";"0";"1";"0";"Perrin et al. (1988)";"See also 2178 and 2179.";"0"
"379";"s";"Atar group, unit I9";"MR";NULL;"West Africa";"20.8";"347.2";"1100";"1400";"775 ± 52";"Kah et al. (2012)";NULL;"a, e";"1250";"2";"15*";"M";"20";"125.2";"-6.8";"8.6";"20.0";"-34.0";"66.9";"4.3";"8.6";"6.1";"0";"0";"1";"0";"1";"1";"Perrin et al. (1988)";"Age 866 ± 67 Ma below in sequence.";"0"
"382";"s";"Witwaterstrand supergroup";"ZA";"ovp.";"Kalahari";"-27.0";"27.5";"1905";"2055";"1905-2055";"Scoates and Friedman (2008)";NULL;"s.";"1980";"17";"58";"M";"?";"22.9";"58.4";"6.9";"27.4";"19.1";"45.6";"7.6";"10.2";"8.0";"0";"1";"1";"0";"1";"0";"Layer et al. (1988b)";"Fails fold test, Bushveld event sets the maximum for age.";"0"
"393";"i";"Shawmere anorthosite";"CA";"A";"Superior-Kapuskasing";"48.3";"277.2";"2550";"2750";"2765, 2400-2580";"GPMDB 4.6";NULL;"g, c";"2650";"5";"23";"N";"0";"359.0";"56.0";"5.0";"138.0";"78.0";"102.0";"5.0";"7.0";"5.9";"0";"0";"1";"0";"0";"0";"Costanzo-Alvarez and Dunlop (1988)";"U-Pb age for inclusions, Ar-Ar age for nearby rocks.";"0"
"394";"i";"Racine Lake tonalite";"CA";"A";"Superior-Kapuskasing";"48.0";"276.7";"2500";"2700";NULL;"APWP";NULL;"a, m";"2600";"8";"56";"N";"0";"6.0";"48.0";"7.0";"49.0";"70.0";"81.0";"7.0";"10.0";"8.4";"0";"1";"1";"0";"0";"0";"Costanzo-Alvarez and Dunlop (1988)";NULL;"0"
"395";"i";"Racine Lake tonalite";"CA";"B";"Laurentia-Superior";"48.1";"277.0";"1055";"1155";NULL;"APWP";NULL;"a, m";"1105";"4";"14";"R";"100";"115.0";"-68.0";"17.0";"17.0";"49.0";"216.0";"24.0";"28.0";"25.9";"0";"0";"1";"0";"0";"0";"Costanzo-Alvarez and Dunlop (1988)";"Younger than A component, resembles Keweenawan poles.";"0"
"396";"i";"Racine Lake tonalite";"CA";"C";"Laurentia-Superior";"48.1";"277.0";"1300";"1500";NULL;"APWP";NULL;"a, m";"1400";"6";"10";"R";"100";"64.0";"2.0";"13.0";"18.0";"-18.0";"206.0";"7.0";"13.0";"9.5";"0";"0";"1";"0";"0";"0";"Costanzo-Alvarez and Dunlop (1988)";"Possible unresolved combination of A and B (see results 393-395).";"0"
"407";"i";"Wiborg quartz porphyry dykes";"FI";NULL;"Baltica-Rest";"61.3";"26.8";"1615";"1639";"1617 ± 2, 1630 ± 9";"Vaasjoki et al. (1991)";NULL;"g";"1627";"9";"21";"N";"0";"26.9";"9.9";"13.2";"16.2";"30.2";"175.4";"6.7";"13.3";"9.4";"1";"0";"1";"0";"1";"0";"Neuvonen (1986)";NULL;"0"
"409";"s";"Calmer mudstone";"CA";NULL;"West Avalonia";"46.9";"304.1";"573";"590";"575 ± 2, 580 ± 3, 585 ± 2, 587 ± 3";"Krogh et al. (1988)";"Rabu et al. (1996)";"g";"582";"1";"28*";"N";"0";"282.0";"54.0";"6.0";"38.0";"32.0";"230.0";"6.0";"8.0";"6.9";"1";"1";"1";"1";"1";"0";"Irving and Strong (1985)";"Rotation-altered declination, thus different from Famine Back and Garnish. Tilting pre-Carboniferous.";"0"
"410";"i";"Famine Back Cove Basalt";"CA";NULL;"West Avalonia";"47.1";"304.4";"573";"590";"575 ± 2, 580 ± 3, 585 ± 2, 587 ± 3";"Krogh et al. (1988)";"Rabu et al. (1996)";"g";"582";"1";"28*";"R";"100";"133.0";"53.0";"5.0";"63.0";"1.0";"342.0";"5.0";"7.0";"5.9";"1";"1";"1";"1";"1";"0";"Irving and Strong (1985)";"Tilting pre-Carboniferous.";"0"
"411";"s";"Garnish red sandstone";"CA";NULL;"West Avalonia";"47.1";"304.5";"573";"590";"575 ± 2, 580 ± 3, 585 ± 2, 587 ± 3";"Krogh et al. (1988)";"Rabu et al. (1996)";"g";"582";"1";"11*";"R";"100";"151.0";"53.0";"7.0";"85.0";"-5.2";"328.4";"7.0";"10.0";"8.4";"1";"0";"1";"1";"1";"0";"Irving and Strong (1985)";"Tilting pre-Carboniferous.";"0"
"429";"i";"La Encrucijada granite pluton";"VE";"A1";"Amazonia-Guyana";"8.2";"297.0";"1900";"2000";"2064 ± 87, 1958 ± 45, 1972 ± 4, 1883 ± 2";"GPMDB 4.6";NULL;"f, c";"1950";"5";"20";"N";"0";"324.0";"7.0";"4.0";"64.0";"-55.0";"8.0";"6.0";"6.0";"6.0";"0";"0";"1";"0";"0";"0";"Onstott et al. (1984b)";"A1 and A2 components are 157.8° ± 15.5° apart.";"0"
"430";"i";"La Encrucijada granite pluton";"VE";"A2";"Amazonia-Guyana";"8.2";"297.0";"1900";"2000";"2064 ± 87, 1958 ± 45, 1972 ± 4, 1883 ± 2";"GPMDB 4.6";NULL;"f, c";"1950";"3";"9";"R";"100";"128.0";"-23.0";"15.0";"9.7";"-37.0";"36.0";"18.0";"18.0";"18.0";"0";"0";"1";"0";"0";"0";"Onstott et al. (1984b)";"A1 and A2 components are 157.8° ± 15.5° apart.";"0"
"431";"i";"Harper amphibolite";"LR";"A1";"West Africa";"4.6";"352.2";"1900";"2000";"1983 ± 34, 1964 ± 2, 1894 ± 2, 1970, 1830";"GPMDB 4.6";NULL;"e, c";"1950";"3";"11";"N";"0";"274.0";"-14.0";"7.0";"39.0";"10.0";"253.0";"3.7";"7.2";"5.1";"1";"0";"1";"0";"0";"0";"Onstott et al. (1984b)";"A1 and A2 components are 146.6 ± 15.7° apart.";"0"
"432";"i";"Harper amphibolite";"LR";"A2";"West Africa";"4.6";"352.2";"1900";"2000";"1983 ± 34, 1964 ± 2, 1894 ± 2, 1970, 1830";"GPMDB 4.6";NULL;"e, c";"1950";"1";"3*";"R";"100";"89.0";"-19.0";"14.0";"76.0";"-3.0";"272.0";"7.6";"14.6";"10.5";"1";"0";"1";"0";"0";"0";"Onstott et al. (1984b)";"A1 and A2 components are 146.6 ± 15.7° apart.";"0"
"435";"m";"Limpopo Belt metamorphics";"BW";"A";"Kalahari";"-22.0";"28.5";"1941";"2019";"2450-2750, 1980 ± 39";"GPMDB 4.6";NULL;"f, e";"1980";"21";"175";"M";"10";"352.1";"60.0";"6.7";"23.1";"26.1";"22.3";"7.9";"10.3";"9.0";"1";"1";"1";"0";"0";"1";"Morgan (1985)";NULL;"0"
"436";"m";"Limpopo Belt metamorphics";"BW";"B";"Kalahari";"-22.0";"28.5";"750";"800";NULL;"APWP";NULL;"a, m";"775";"8";"59";"N";"0";"41.1";"-6.5";"16.2";"12.5";"45.7";"99.2";"8.1";"16.2";"11.5";"0";"0";"1";"0";"0";"0";"Morgan (1985)";"Most probably CRM younger than A component.";"0"
"437";"m";"Limpopo Belt metamorphics";"BW";"C";"Kalahari";"-22.0";"28.5";"0";"2000";"2450-2750, 1980 ± 39";"GPMDB 4.6";NULL;"f, e";"1000";"12";"77";"N";"0";"357.2";"-66.4";"10.0";"19.4";"63.5";"213.1";"13.4";"16.3";"14.8";"0";"1";"1";"0";"0";"0";"Morgan (1985)";"CRM younger than A component but could be PEF.";"0"
"438";"i";"Sand River dykes";"ZA";NULL;"Kalahari";"-22.4";"30.0";"1808";"1944";"1876 ± 68";"GPMDB 4.6";NULL;"f";"1876";"6";"41";"M";"17";"318.0";"72.5";"6.0";"123.8";"2.5";"9.2";"9.6";"10.7";"10.1";"0";"1";"1";"0";"1";"1";"Morgan (1985)";NULL;"0"
"489";"i";"Victoria Fjord dolerite dykes";"DK";NULL;"Greenland";"81.5";"315.3";"1332";"1432";NULL;"Upton et al. (2005)";NULL;"corr.";"1382";"12";"92";"N";"0";"265.2";"21.5";"5.6";"60.0";"10.3";"231.7";"3.1";"5.9";"4.3";"0";"1";"1";"1";"1";"0";"Abrahamsen and Van der Voo (1987)";"Age via corr. to Zig-Zag basalts, but with a high uncertainty.";"0"
"493";"s";"Campo-Alegre formation";"BR";"A1";"Mantiqueira";"-26.5";"310.6";"590";"600";"595 ± 5";"Siga Jr. et al. (1999)";NULL;"g";"595";"6";"46";"M";"11";"36.0";"-40.0";"10.0";"45.8";"57.0";"43.0";"7.2";"12.0";"9.0";"1";"1";"1";"0";"1";"1";"D'Agrella-Filho and Pacca (1988)";NULL;"0"
"494";"s";"Campo-Alegre formation";"BR";"A2";"Mantiqueira";"-26.5";"310.6";"590";"600";"595 ± 5";"Siga Jr. et al. (1999)";NULL;"g";"595";"1";"9*";"N";"0";"44.0";"-8.0";"4.0";"139.0";"43.0";"20.0";"2.0";"4.0";"2.9";"0";"0";"1";"0";"0";"0";"D'Agrella-Filho and Pacca (1988)";"Part of the Itajai Group.";"0"
"495";"i";"Castro group rhyolites";"BR";NULL;"Mantiqueira";"-24.8";"310.0";"520";"600";"425";"GPMDB 4.6";NULL;"a, e/f";"560";"4";"20";"R";"100";"347.0";"-52.0";"12.0";"8.4";"76.0";"184.0";"11.2";"16.4";"15.0";"0";"0";"1";"0";"1";"0";"D'Agrella-Filho and Pacca (1988)";NULL;"0"
"498";"s";"Vargas formation";"BR";NULL;"Mantiqueira";"-30.5";"306.7";"542";"700";NULL;"GPMDB 4.6";NULL;"s";"621";"2";"7*";"R";"100";"110.0";"81.0";"17.0";"13.6";"34.0";"142.0";"31.7";"32.8";"30.0";"0";"0";"1";"0";"1";"0";"D'Agrella-Filho and Pacca (1988)";NULL;"0"
"499";"s";"Hilario formation";"BR";NULL;"Mantiqueira";"-30.8";"306.3";"610";"700";"610, 560, 465";"GPMDB 4.6";NULL;"e/f";"655";"4";"11";"R";"100";"108.0";"-4.0";"12.0";"15.4";"14.0";"228.0";"6.0";"12.0";"9.0";"0";"0";"1";"0";"1";"0";"D'Agrella-Filho and Pacca (1988)";NULL;"0"
"504";"s";"PCP traverse drill core data";"CA";NULL;"Laurentia-Wyoming";"50.1";"247.3";"1700";"1900";NULL;"GPMDB 4.6";NULL;"s";"1800";"1";"20*";"N";"0";"157.0";"52.0";"3.0";"118.0";"-4.0";"267.0";"3.0";"4.0";"3.5";"0";"0";"1";"0";"0";"0";"Özdemir et al. (1988)";"Metamorphic ages in Churchill Province 1700-1900 Ma.";"0"
"560";"s";"Elatina formation";"AU";NULL;"South Australia";"-32.4";"138.0";"635";"645";"636.41 ± 0.45";"Calver et al. (2013)";NULL;"s";"640";"6";"37";"N";"0";"191.9";"-9.6";"3.4";"99.9";"50.9";"157.1";"1.7";"3.4";"2.2";"1";"1";"1";"0";"1";"0";"Embleton and Williams (1986)";"See 6354 for age data.";"0"
"561";"i";"Bushveld W complex main zone";"ZA";NULL;"Kaapvaal";"-25.6";"27.5";"2054";"2056";"2054.89 ± 0.37, 2054.4 ± 1.3";"Zeh et al. (2015)";"Scoates and Friedman (2008)";"g, c";"2049";"32";"128";"N";"0";"357.8";"70.9";"2.8";"80.0";"9.2";"27.3";"4.2";"4.9";"4.5";"1";"1";"1";"1";"1";"0";"Hattingh (1986a)";"Only N sites accepted for final calculation. Two R sites present.";"0"
"599";"s";"Torridonian sandstone";"UK";NULL;"Scotland";"57.0";"353.6";"780";"1078";"788 ± 17";"Rainbird et al. (2001)";NULL;"e/f, m";"929";"24";"65";"M";"54";"301.8";"-52.7";"8.6";"12.7";"-12.7";"220.5";"8.2";"11.9";"9.9";"0";"1";"1";"1";"1";"1";"Robinson and McClelland (1987)";"APWP matches; youngest detr zircon 1060 ± 14 Ma. Pole recalculated. (error in GPMDB declination, which propagated to pole calculation; but inclination, B and N are OK).";"1"
"621";"i";"Fen tinguaites";"NO";NULL;"Baltica-Rest";"59.3";"9.3";"565";"603";"584 ± 19";"Piper (1988)";NULL;"d";"584";"20";"144";"M";"90";"210.4";"-43.5";"6.4";"27.1";"50.1";"143.9";"4.9";"7.9";"6.2";"1";"1";"1";"0";"0";"1";"Piper (1988)";"Later suggested to be Permo-Triassic (Meert, 2013).";"0"
"643";"i";"Nordingrå gabbro anorthosite -C";"SE";NULL;"Baltica-Rest";"62.9";"18.6";"1502";"1602";"1552 ± 18";"Welin and Lundqvist (1984)";NULL;"a, f, g";"1552";"19";"108";"C";"37";"48.0";"37.1";"5.3";"44.0";"36.9";"138.1";"3.6";"6.2";"4.7";"1";"1";"1";"0";"0";"1";"Piper (1980b)";NULL;"0"
"644";"i";"Nordingrå post-Jotnian overprint";"SE";"ovp.";"Baltica-Rest";"62.9";"18.6";"1255";"1260";"1255-1260";"Söderlund et al. (2006)";NULL;"g";"1258";"13";"80";"N";"0";"45.1";"-39.4";"4.3";"93.0";"-2.3";"157.4";"3.1";"5.2";"4.0";"1";"1";"1";"0";"1";"0";"Piper (1980b)";"Age from Ulvö group.";"0"
"645";"i";"Nordingrå granite -C";"SE";NULL;"Baltica-Rest";"62.9";"18.6";"1561";"1595";"1578 ± 19";"Welin and Lundqvist (1984)";NULL;"g";"1578";"28";"28";"C";"68";"221.3";"-25.1";"13.3";"5.0";"2.5";"149.0";"7.7";"14.3";"10.5";"1";"0";"1";"0";"0";"1";"Piper (1980b)";NULL;"0"
"646";"i";"Gävle granite";"SE";NULL;"Baltica-Rest";"60.7";"17.2";"1300";"1600";NULL;"GPMDB 4.6";NULL;"s";"1450";"1";"12*";"N";"0";"25.9";"17.3";"13.4";"11.0";"34.7";"165.0";"7.2";"13.8";"10.0";"0";"0";"1";"0";"0";"0";"Piper (1980b)";NULL;"0"
"675";"i";"West Greenland dolerite and diorite dykes";"DK";"1";"Greenland";"66.5";"307.0";"1300";"1400";NULL;"APWP";NULL;"a, m";"1350";"6";"33";"M";"83";"75.6";"-26.6";"13.5";"25.7";"7.4";"235.6";"7.9";"14.6";"10.7";"0";"1";"1";"0";"1";"1";"Piper (1981a)";NULL;"0"
"676";"i";"West Greenland dolerite and diorite dykes";"DK";"2";"Greenland";"66.5";"307.0";"1650";"1790";"1950 ± 60, 1700, 1650-1790";"GPMDB 4.6";NULL;"c, d, f";"1720";"3";"13";"R";"100";"168.4";"40.8";"10.1";"147.8";"0.6";"317.7";"7.5";"12.3";"9.6";"0";"0";"1";"0";"1";"0";"Piper (1981a)";NULL;"0"
"677";"i";"West Greenland dolerite and diorite dykes";"DK";"3";"Greenland";"66.5";"307.0";"1650";"1790";"1950 ± 60, 1700, 1650-1790";"GPMDB 4.6";NULL;"c, d, f";"1720";"11";"68";"R";"100";"182.1";"65.1";"2.8";"276.1";"24.0";"305.5";"3.6";"4.5";"4.0";"0";"1";"1";"0";"1";"0";"Piper (1981a)";NULL;"0"
"678";"i";"West Greenland dolerite and diorite dykes";"DK";"4";"Greenland";"66.5";"307.0";"1650";"1790";"1950 ± 60, 1700, 1650-1790";"GPMDB 4.6";NULL;"c, d, f";"1720";"17";"115";"R";"100";"209.5";"64.8";"3.3";"115.7";"25.8";"285.0";"4.3";"5.4";"4.8";"0";"1";"1";"0";"1";"0";"Piper (1981a)";NULL;"0"
"679";"i";"West Greenland dolerite and diorite dykes";"DK";"5";"Greenland";"66.5";"307.0";"1650";"1790";"1950 ± 60, 1700, 1650-1790";"GPMDB 4.6";NULL;"c, d, f";"1720";"11";"69";"R";"100";"229.8";"65.3";"3.4";"185.1";"30.2";"270.2";"4.4";"5.5";"4.9";"0";"1";"1";"0";"1";"0";"Piper (1981a)";NULL;"0"
"680";"i";"West Greenland dolerite and diorite dykes";"DK";"6";"Greenland";"66.5";"307.0";"1650";"1790";"1950 ± 60, 1700, 1650-1790";"GPMDB 4.6";NULL;"c, d, f";"1720";"8";"45";"R";"100";"260.5";"64.0";"6.1";"83.0";"37.8";"246.5";"7.8";"9.7";"8.7";"0";"1";"1";"0";"1";"0";"Piper (1981a)";NULL;"0"
"681";"i";"West Greenland dolerite and diorite dykes";"DK";"7";"Greenland";"66.5";"307.0";"1650";"1790";"1950 ± 60, 1700, 1650-1790";"GPMDB 4.6";NULL;"c, d, f";"1720";"2";"11*";"R";"100";"304.2";"76.7";"2.3";"400.1";"67.7";"237.9";"21.6";"23.3";"22.4";"0";"0";"1";"0";"1";"0";"Piper (1981a)";NULL;"0"
"683";"s";"Uinta Mountain group";"US";NULL;"Laurentia-Wyoming";"40.8";"250.0";"750";"850";NULL;"APWP";NULL;"a, m";"800";"5";"114";"M";"17";"272.1";"-3.1";"7.4";"109.1";"0.6";"157.2";"5.4";"2.7";"3.8";"0";"1";"1";"0";"1";"1";"Bressler (1981)";NULL;"0"
"684";"s";"Hades Pass quartzite, Uinta Mountain group";"US";"grp. C";"Laurentia-Wyoming";"40.6";"249.5";"750";"850";NULL;"APWP";NULL;"a, m";"800";"1";"8*";"R";"100";"106.3";"22.1";"15.9";"13.0";"4.6";"140.1";"8.9";"16.8";"12.2";"0";"0";"1";"0";"1";"0";"Bressler (1981)";"Possible asymmetries!";"0"
"702";"i";"Unicoi basalts, Blue Ridge province";"US";"HT";"Appalachians";"36.6";"278.4";"530";"550";NULL;"GPMDB 4.6";NULL;"s";"540";"6";"23";"M";"33";"275.8";"-16.6";"13.8";"24.4";"-0.4";"178.6";"7.3";"14.2";"10.2";"1";"0";"1";"0";"1";"1";"Brown and Van der Voo (1982)";NULL;"0"
"798";"i";"Stanner-Hanter igneous complex";"UK";"A";"East Avalonia";"52.5";"1.0";"694";"710";"702 ± 8";"Patchett et al. (1980)";NULL;"e/f";"702";"15";"84";"N";"0";"281.7";"50.8";"11.4";"12.0";"31.4";"279.1";"10.4";"15.4";"12.7";"1";"1";"1";"0";"0";"0";"Piper (1979c)";"See also result 1347. Age of Caledonian ovp. is 418 ± 29 Ma.";"0"
"799";"i";"Western Uriconian volcanics";"UK";NULL;"East Avalonia";"52.5";"356.9";"565";"615";"677 ± 72";"Compston et al. (2002)";NULL;"a, d";"590";"6";"39";"M";"83";"135.8";"-24.5";"15.3";"20.0";"36.9";"235.3";"8.8";"16.4";"12.0";"0";"1";"1";"0";"1";"1";"Piper (1979c)";"Spans two pulses of felsic volcanism in Wales and Midlands.";"0"
"800";"i";"Eastern Uriconian volcanics";"UK";NULL;"East Avalonia";"52.7";"357.3";"564";"568";"566 ± 2, 632 ± 32";"Tucker and Pharaoh (1991)";NULL;"g";"566";"9";"44";"N";"100";"78.3";"16.8";"12.8";"17.0";"-13.9";"271.5";"6.8";"13.2";"9.5";"1";"1";"1";"1";"1";"0";"Piper (1979c)";NULL;"0"
"801";"i";"Post-Uriconian dolerites, main group";"UK";NULL;"East Avalonia";"52.7";"357.3";"510";"570";"638 ± 81";"Compston et al. (2002)";NULL;"a, d, g";"540";"11";"70";"N";"0";"71.9";"54.2";"12.0";"15.3";"-37.4";"257.1";"13.0";"18.6";"15.5";"0";"1";"1";"0";"1";"0";"Piper (1979c)";"Upper age limit from U-Pb, lower limit from APWP.";"0"
"802";"i";"Båtsfjord dykes";"NO";NULL;"Baltica-Rest";"70.7";"29.8";"590";"690";"640";"Beckinsale et al. (1976)";NULL;"d";"640";"6";"34";"N";"0";"84.5";"60.6";"4.4";"232.0";"40.6";"108.2";"5.1";"6.7";"5.8";"0";"1";"1";"0";"1";"0";"Kjode (1980)";NULL;"0"
"803";"i";"Kallax gabbro";"SE";"1";"Baltica-Rest";"65.8";"22.0";"1700";"1800";NULL;"APWP";"GPMDB 4.6";"a, s";"1750";"1";"6*";"N";"0";"353.0";"30.0";"3.1";"477.0";"40.0";"211.0";"2.0";"3.0";"2.4";"0";"0";"1";"0";"0";"0";"Piper (1980a)";NULL;"0"
"804";"i";"Kallax gabbro";"SE";"2";"Baltica-Rest";"65.8";"22.0";"1700";"1800";NULL;"APWP";"GPMDB 4.6";"a, s";"1750";"1";"8*";"N";"0";"317.0";"40.0";"4.9";"128.0";"39.0";"257.0";"4.0";"6.0";"4.9";"0";"0";"1";"0";"0";"0";"Piper (1980a)";NULL;"0"
